"country","date","outcome","population"
"Sweden",2019-08-26,1559,10046011.8306011
"Sweden",2019-09-02,1629,10047214.4344262
"Sweden",2019-09-09,1464,10048417.0382514
"Sweden",2019-09-16,1545,10049619.6420765
"Sweden",2019-09-23,1558,10050822.2459016
"Sweden",2019-09-30,1649,10052024.8497268
"Sweden",2019-10-07,1612,10053227.4535519
"Sweden",2019-10-14,1674,10054430.057377
"Sweden",2019-10-21,1607,10055632.6612022
"Sweden",2019-10-28,1754,10056835.2650273
"Sweden",2019-11-04,1626,10058037.8688525
"Sweden",2019-11-11,1701,10059240.4726776
"Sweden",2019-11-18,1682,10060443.0765027
"Sweden",2019-11-25,1707,10061645.6803279
"Sweden",2019-12-02,1682,10062848.284153
"Sweden",2019-12-09,1753,10064050.8879781
"Sweden",2019-12-16,1710,10065253.4918033
"Sweden",2019-12-23,1829,10066456.0956284
"Sweden",2020-01-07,1878,10069033.1038251
"Sweden",2020-01-14,1867,10070235.7076503
"Sweden",2020-01-21,1790,10071438.3114754
"Sweden",2020-01-28,1794,10072640.9153005
"Sweden",2020-02-04,1794,10073843.5191257
"Sweden",2020-02-11,1771,10075046.1229508
"Sweden",2020-02-18,1823,10076248.726776
"Sweden",2020-02-25,1774,10077451.3306011
"Sweden",2020-03-03,1751,10078653.9344262
"Sweden",2020-03-10,1831,10079856.5382514
"Sweden",2020-03-17,1782,10081059.1420765
"Sweden",2020-03-24,1883,10082261.7459016
"Sweden",2020-03-31,2104,10083464.3497268
"Sweden",2020-04-07,2446,10084666.9535519
"Sweden",2020-04-14,2559,10085869.557377
"Sweden",2020-04-21,2455,10087072.1612022
"Sweden",2020-04-28,2259,10088274.7650273
"Sweden",2020-05-05,2239,10089477.3688525
"Sweden",2020-05-12,2149,10090679.9726776
"Sweden",2020-05-19,1937,10091882.5765027
"Sweden",2020-05-26,1824,10093085.1803279
"Sweden",2020-06-02,1717,10094287.784153
"Sweden",2020-06-09,1697,10095490.3879781
"Sweden",2020-06-16,1688,10096692.9918033
"Sweden",2020-06-23,1557,10097895.5956284
"South Africa",2019-01-07,9029,58191128.0273973
"South Africa",2019-01-14,8938,58205813.5863014
"South Africa",2019-01-21,8420,58220499.1452055
"South Africa",2019-01-28,8088,58235184.7041096
"South Africa",2019-02-04,8577,58249870.2630137
"South Africa",2019-02-11,8564,58264555.8219178
"South Africa",2019-02-18,8189,58279241.3808219
"South Africa",2019-02-25,8262,58293926.939726
"South Africa",2019-03-03,8909,58306514.5616438
"South Africa",2019-03-10,8613,58321200.1205479
"South Africa",2019-03-17,8365,58335885.6794521
"South Africa",2019-03-24,8396,58350571.2383562
"South Africa",2019-03-31,8811,58365256.7972603
"South Africa",2019-04-07,8823,58379942.3561644
"South Africa",2019-04-14,8660,58394627.9150685
"South Africa",2019-04-21,8680,58409313.4739726
"South Africa",2019-04-28,9086,58423999.0328767
"South Africa",2019-05-05,9447,58438684.5917808
"South Africa",2019-05-12,9501,58453370.1506849
"South Africa",2019-05-19,9358,58468055.709589
"South Africa",2019-05-26,9578,58482741.2684932
"South Africa",2019-06-02,10195,58497426.8273973
"South Africa",2019-06-09,10880,58512112.3863014
"South Africa",2019-06-16,11130,58526797.9452055
"South Africa",2019-06-23,11129,58541483.5041096
"South Africa",2019-06-30,10760,58556169.0630137
"South Africa",2019-07-07,10815,58570569.0163934
"South Africa",2019-07-14,9935,58584921.3688525
"South Africa",2019-07-21,9966,58599273.7213115
"South Africa",2019-07-28,9733,58613626.0737705
"South Africa",2019-08-04,9921,58627978.4262295
"South Africa",2019-08-11,9875,58642330.7786885
"South Africa",2019-08-18,9534,58656683.1311475
"South Africa",2019-08-25,9278,58671035.4836066
"South Africa",2019-09-01,9628,58685387.8360656
"South Africa",2019-09-08,9641,58699740.1885246
"South Africa",2019-09-15,9369,58714092.5409836
"South Africa",2019-09-22,9213,58728444.8934426
"South Africa",2019-09-29,9297,58742797.2459016
"South Africa",2019-10-06,9510,58757149.5983607
"South Africa",2019-10-13,8860,58771501.9508197
"South Africa",2019-10-20,8883,58785854.3032787
"South Africa",2019-10-27,8994,58800206.6557377
"South Africa",2019-11-03,9057,58814559.0081967
"South Africa",2019-11-10,8740,58828911.3606557
"South Africa",2019-11-17,8786,58843263.7131148
"South Africa",2019-11-24,8510,58857616.0655738
"South Africa",2019-12-01,9409,58871968.4180328
"South Africa",2019-12-08,8941,58886320.7704918
"South Africa",2019-12-15,9041,58900673.1229508
"South Africa",2019-12-22,9475,58915025.4754098
"South Africa",2020-01-07,9931,58947830.852459
"South Africa",2020-01-14,8726,58962183.204918
"South Africa",2020-01-21,8297,58976535.557377
"South Africa",2020-01-28,8328,58990887.9098361
"South Africa",2020-02-04,9185,59005240.2622951
"South Africa",2020-02-11,8734,59019592.6147541
"South Africa",2020-02-18,8600,59033944.9672131
"South Africa",2020-02-25,8321,59048297.3196721
"South Africa",2020-03-03,8730,59062649.6721312
"South Africa",2020-03-10,9080,59077002.0245902
"South Africa",2020-03-17,8573,59091354.3770492
"South Africa",2020-03-24,8421,59105706.7295082
"South Africa",2020-03-31,8272,59120059.0819672
"South Africa",2020-04-07,8112,59134411.4344262
"South Africa",2020-04-14,8176.42,59148763.7868852
"South Africa",2020-04-21,7989.826,59163116.1393443
"South Africa",2020-04-28,7623.215,59177468.4918033
"South Africa",2020-05-05,8291.364,59191820.8442623
"South Africa",2020-05-12,8462.983,59206173.1967213
"South Africa",2020-05-19,8603.931,59220525.5491803
"South Africa",2020-05-26,8767.839,59234877.9016393
"South Africa",2020-06-02,9865.695,59249230.2540984
"South Africa",2020-06-09,10121.66,59263582.6065574
"South Africa",2020-06-16,10992.09,59277934.9590164
"South Africa",2020-06-23,11892.06,59292287.3114754
"South Africa",2020-06-30,12472.64,59306639.6639344
"Norway",2010-01-05,886,4885878
"Norway",2010-01-12,878,4885878
"Norway",2010-01-19,807,4885878
"Norway",2010-01-26,772,4885878
"Norway",2010-02-02,842,4885878
"Norway",2010-02-09,863,4885878
"Norway",2010-02-16,873,4885878
"Norway",2010-02-23,915,4885878
"Norway",2010-03-02,841,4885878
"Norway",2010-03-09,831,4885878
"Norway",2010-03-16,787,4885878
"Norway",2010-03-23,839,4885878
"Norway",2010-03-30,813,4885878
"Norway",2010-04-06,792,4885878
"Norway",2010-04-13,795,4885878
"Norway",2010-04-20,746,4885878
"Norway",2010-04-27,757,4885878
"Norway",2010-05-04,760,4885878
"Norway",2010-05-11,785,4885878
"Norway",2010-05-18,777,4885878
"Norway",2010-05-25,710,4885878
"Norway",2010-06-01,775,4885878
"Norway",2010-06-08,710,4885878
"Norway",2010-06-15,722,4885878
"Norway",2010-06-22,710,4885878
"Norway",2010-06-29,757,4885878
"Norway",2010-07-06,737,4886733.57534247
"Norway",2010-07-13,730,4887931.38082192
"Norway",2010-07-20,734,4889129.18630137
"Norway",2010-07-27,740,4890326.99178082
"Norway",2010-08-03,712,4891524.79726027
"Norway",2010-08-10,772,4892722.60273973
"Norway",2010-08-17,754,4893920.40821918
"Norway",2010-08-24,724,4895118.21369863
"Norway",2010-08-31,740,4896316.01917808
"Norway",2010-09-07,758,4897513.82465753
"Norway",2010-09-14,767,4898711.63013699
"Norway",2010-09-21,754,4899909.43561644
"Norway",2010-09-28,786,4901107.24109589
"Norway",2010-10-05,858,4902305.04657534
"Norway",2010-10-12,784,4903502.85205479
"Norway",2010-10-19,856,4904700.65753425
"Norway",2010-10-26,843,4905898.4630137
"Norway",2010-11-02,783,4907096.26849315
"Norway",2010-11-09,766,4908294.0739726
"Norway",2010-11-16,845,4909491.87945205
"Norway",2010-11-23,802,4910689.68493151
"Norway",2010-11-30,896,4911887.49041096
"Norway",2010-12-07,837,4913085.29589041
"Norway",2010-12-14,829,4914283.10136986
"Norway",2010-12-21,912,4915480.90684932
"Norway",2011-01-05,977,4918047.63287671
"Norway",2011-01-12,909,4919245.43835616
"Norway",2011-01-19,852,4920443.24383562
"Norway",2011-01-26,859,4921641.04931507
"Norway",2011-02-02,833,4922838.85479452
"Norway",2011-02-09,816,4924036.66027397
"Norway",2011-02-16,826,4925234.46575342
"Norway",2011-02-23,839,4926432.27123288
"Norway",2011-03-02,791,4927630.07671233
"Norway",2011-03-09,857,4928827.88219178
"Norway",2011-03-16,750,4930025.68767123
"Norway",2011-03-23,800,4931223.49315068
"Norway",2011-03-30,791,4932421.29863014
"Norway",2011-04-06,838,4933619.10410959
"Norway",2011-04-13,829,4934816.90958904
"Norway",2011-04-20,790,4936014.71506849
"Norway",2011-04-27,817,4937212.52054795
"Norway",2011-05-04,745,4938410.3260274
"Norway",2011-05-11,760,4939608.13150685
"Norway",2011-05-18,707,4940805.9369863
"Norway",2011-05-25,802,4942003.74246575
"Norway",2011-06-01,724,4943201.54794521
"Norway",2011-06-08,745,4944399.35342466
"Norway",2011-06-15,752,4945597.15890411
"Norway",2011-06-22,726,4946794.96438356
"Norway",2011-06-29,765,4947992.76986301
"Norway",2011-07-06,694,4949228.18306011
"Norway",2011-07-13,738,4950478.63934426
"Norway",2011-07-20,848,4951729.09562842
"Norway",2011-07-27,747,4952979.55191257
"Norway",2011-08-03,734,4954230.00819672
"Norway",2011-08-10,759,4955480.46448087
"Norway",2011-08-17,814,4956730.92076503
"Norway",2011-08-24,734,4957981.37704918
"Norway",2011-08-31,764,4959231.83333333
"Norway",2011-09-07,738,4960482.28961749
"Norway",2011-09-14,742,4961732.74590164
"Norway",2011-09-21,806,4962983.20218579
"Norway",2011-09-28,773,4964233.65846995
"Norway",2011-10-05,797,4965484.1147541
"Norway",2011-10-12,749,4966734.57103825
"Norway",2011-10-19,740,4967985.0273224
"Norway",2011-10-26,807,4969235.48360656
"Norway",2011-11-02,809,4970485.93989071
"Norway",2011-11-09,752,4971736.39617486
"Norway",2011-11-16,762,4972986.85245902
"Norway",2011-11-23,812,4974237.30874317
"Norway",2011-11-30,831,4975487.76502732
"Norway",2011-12-07,846,4976738.22131148
"Norway",2011-12-14,817,4977988.67759563
"Norway",2011-12-21,846,4979239.13387978
"Norway",2012-01-05,895,4981918.68306011
"Norway",2012-01-12,824,4983169.13934426
"Norway",2012-01-19,881,4984419.59562842
"Norway",2012-01-26,821,4985670.05191257
"Norway",2012-02-02,863,4986920.50819672
"Norway",2012-02-09,937,4988170.96448087
"Norway",2012-02-16,919,4989421.42076503
"Norway",2012-02-23,898,4990671.87704918
"Norway",2012-03-01,883,4991922.33333333
"Norway",2012-03-08,860,4993172.78961749
"Norway",2012-03-15,865,4994423.24590164
"Norway",2012-03-22,818,4995673.70218579
"Norway",2012-03-29,848,4996924.15846995
"Norway",2012-04-05,861,4998174.6147541
"Norway",2012-04-12,831,4999425.07103825
"Norway",2012-04-19,833,5000675.5273224
"Norway",2012-04-26,814,5001925.98360656
"Norway",2012-05-03,815,5003176.43989071
"Norway",2012-05-10,753,5004426.89617486
"Norway",2012-05-17,766,5005677.35245902
"Norway",2012-05-24,763,5006927.80874317
"Norway",2012-05-31,725,5008178.26502732
"Norway",2012-06-07,790,5009428.72131148
"Norway",2012-06-14,732,5010679.17759563
"Norway",2012-06-21,737,5011929.63387978
"Norway",2012-06-28,782,5013180.09016393
"Norway",2012-07-05,735,5014436.48219178
"Norway",2012-07-12,740,5015697.3260274
"Norway",2012-07-19,730,5016958.16986301
"Norway",2012-07-26,740,5018219.01369863
"Norway",2012-08-02,702,5019479.85753425
"Norway",2012-08-09,749,5020740.70136986
"Norway",2012-08-16,745,5022001.54520548
"Norway",2012-08-23,721,5023262.3890411
"Norway",2012-08-30,698,5024523.23287671
"Norway",2012-09-06,757,5025784.07671233
"Norway",2012-09-13,800,5027044.92054795
"Norway",2012-09-20,761,5028305.76438356
"Norway",2012-09-27,751,5029566.60821918
"Norway",2012-10-04,732,5030827.45205479
"Norway",2012-10-11,752,5032088.29589041
"Norway",2012-10-18,787,5033349.13972603
"Norway",2012-10-25,791,5034609.98356164
"Norway",2012-11-01,821,5035870.82739726
"Norway",2012-11-08,773,5037131.67123288
"Norway",2012-11-15,770,5038392.51506849
"Norway",2012-11-22,765,5039653.35890411
"Norway",2012-11-29,793,5040914.20273973
"Norway",2012-12-06,858,5042175.04657534
"Norway",2012-12-13,875,5043435.89041096
"Norway",2012-12-20,874,5044696.73424658
"Norway",2013-01-05,1004,5047578.6630137
"Norway",2013-01-12,884,5048839.50684932
"Norway",2013-01-19,909,5050100.35068493
"Norway",2013-01-26,921,5051361.19452055
"Norway",2013-02-02,909,5052622.03835616
"Norway",2013-02-09,893,5053882.88219178
"Norway",2013-02-16,867,5055143.7260274
"Norway",2013-02-23,903,5056404.56986301
"Norway",2013-03-02,871,5057665.41369863
"Norway",2013-03-09,826,5058926.25753425
"Norway",2013-03-16,857,5060187.10136986
"Norway",2013-03-23,839,5061447.94520548
"Norway",2013-03-30,828,5062708.7890411
"Norway",2013-04-06,813,5063969.63287671
"Norway",2013-04-13,821,5065230.47671233
"Norway",2013-04-20,780,5066491.32054794
"Norway",2013-04-27,869,5067752.16438356
"Norway",2013-05-04,757,5069013.00821918
"Norway",2013-05-11,733,5070273.85205479
"Norway",2013-05-18,782,5071534.69589041
"Norway",2013-05-25,727,5072795.53972603
"Norway",2013-06-01,705,5074056.38356164
"Norway",2013-06-08,682,5075317.22739726
"Norway",2013-06-15,700,5076578.07123288
"Norway",2013-06-22,715,5077838.91506849
"Norway",2013-06-29,696,5079099.75890411
"Norway",2013-07-06,752,5080320.39726027
"Norway",2013-07-13,760,5081524.95342466
"Norway",2013-07-20,706,5082729.50958904
"Norway",2013-07-27,682,5083934.06575342
"Norway",2013-08-03,734,5085138.62191781
"Norway",2013-08-10,765,5086343.17808219
"Norway",2013-08-17,743,5087547.73424658
"Norway",2013-08-24,714,5088752.29041096
"Norway",2013-08-31,734,5089956.84657534
"Norway",2013-09-07,741,5091161.40273973
"Norway",2013-09-14,755,5092365.95890411
"Norway",2013-09-21,746,5093570.51506849
"Norway",2013-09-28,757,5094775.07123288
"Norway",2013-10-05,715,5095979.62739726
"Norway",2013-10-12,808,5097184.18356164
"Norway",2013-10-19,790,5098388.73972603
"Norway",2013-10-26,797,5099593.29589041
"Norway",2013-11-02,758,5100797.85205479
"Norway",2013-11-09,707,5102002.40821918
"Norway",2013-11-16,798,5103206.96438356
"Norway",2013-11-23,805,5104411.52054795
"Norway",2013-11-30,806,5105616.07671233
"Norway",2013-12-07,776,5106820.63287671
"Norway",2013-12-14,807,5108025.1890411
"Norway",2013-12-21,833,5109229.74520548
"Norway",2014-01-05,781,5111810.9369863
"Norway",2014-01-12,805,5113015.49315068
"Norway",2014-01-19,830,5114220.04931507
"Norway",2014-01-26,809,5115424.60547945
"Norway",2014-02-02,836,5116629.16164384
"Norway",2014-02-09,817,5117833.71780822
"Norway",2014-02-16,817,5119038.2739726
"Norway",2014-02-23,801,5120242.83013699
"Norway",2014-03-02,810,5121447.38630137
"Norway",2014-03-09,789,5122651.94246575
"Norway",2014-03-16,812,5123856.49863014
"Norway",2014-03-23,795,5125061.05479452
"Norway",2014-03-30,757,5126265.6109589
"Norway",2014-04-06,836,5127470.16712329
"Norway",2014-04-13,753,5128674.72328767
"Norway",2014-04-20,858,5129879.27945205
"Norway",2014-04-27,732,5131083.83561644
"Norway",2014-05-04,755,5132288.39178082
"Norway",2014-05-11,772,5133492.94794521
"Norway",2014-05-18,805,5134697.50410959
"Norway",2014-05-25,792,5135902.06027397
"Norway",2014-06-01,674,5137106.61643836
"Norway",2014-06-08,746,5138311.17260274
"Norway",2014-06-15,690,5139515.72876712
"Norway",2014-06-22,705,5140720.28493151
"Norway",2014-06-29,715,5141924.84109589
"Norway",2014-07-06,753,5143057.46575342
"Norway",2014-07-13,773,5144161.31780822
"Norway",2014-07-20,734,5145265.16986301
"Norway",2014-07-27,784,5146369.02191781
"Norway",2014-08-03,739,5147472.8739726
"Norway",2014-08-10,721,5148576.7260274
"Norway",2014-08-17,778,5149680.57808219
"Norway",2014-08-24,685,5150784.43013699
"Norway",2014-08-31,752,5151888.28219178
"Norway",2014-09-07,744,5152992.13424658
"Norway",2014-09-14,737,5154095.98630137
"Norway",2014-09-21,697,5155199.83835616
"Norway",2014-09-28,747,5156303.69041096
"Norway",2014-10-05,751,5157407.54246575
"Norway",2014-10-12,760,5158511.39452055
"Norway",2014-10-19,768,5159615.24657534
"Norway",2014-10-26,787,5160719.09863014
"Norway",2014-11-02,751,5161822.95068493
"Norway",2014-11-09,783,5162926.80273973
"Norway",2014-11-16,783,5164030.65479452
"Norway",2014-11-23,805,5165134.50684932
"Norway",2014-11-30,783,5166238.35890411
"Norway",2014-12-07,820,5167342.2109589
"Norway",2014-12-14,841,5168446.0630137
"Norway",2014-12-21,852,5169549.91506849
"Norway",2015-01-05,937,5171915.31232877
"Norway",2015-01-12,977,5173019.16438356
"Norway",2015-01-19,913,5174123.01643836
"Norway",2015-01-26,930,5175226.86849315
"Norway",2015-02-02,911,5176330.72054795
"Norway",2015-02-09,898,5177434.57260274
"Norway",2015-02-16,866,5178538.42465753
"Norway",2015-02-23,931,5179642.27671233
"Norway",2015-03-02,925,5180746.12876712
"Norway",2015-03-09,975,5181849.98082192
"Norway",2015-03-16,836,5182953.83287671
"Norway",2015-03-23,785,5184057.68493151
"Norway",2015-03-30,795,5185161.5369863
"Norway",2015-04-06,786,5186265.3890411
"Norway",2015-04-13,795,5187369.24109589
"Norway",2015-04-20,777,5188473.09315068
"Norway",2015-04-27,749,5189576.94520548
"Norway",2015-05-04,686,5190680.79726027
"Norway",2015-05-11,728,5191784.64931507
"Norway",2015-05-18,707,5192888.50136986
"Norway",2015-05-25,780,5193992.35342466
"Norway",2015-06-01,716,5195096.20547945
"Norway",2015-06-08,758,5196200.05753425
"Norway",2015-06-15,746,5197303.90958904
"Norway",2015-06-22,712,5198407.76164384
"Norway",2015-06-29,752,5199511.61369863
"Norway",2015-07-06,721,5200525.40163934
"Norway",2015-07-13,693,5201503.16393443
"Norway",2015-07-20,722,5202480.92622951
"Norway",2015-07-27,669,5203458.68852459
"Norway",2015-08-03,663,5204436.45081967
"Norway",2015-08-10,700,5205414.21311475
"Norway",2015-08-17,698,5206391.97540984
"Norway",2015-08-24,732,5207369.73770492
"Norway",2015-08-31,720,5208347.5
"Norway",2015-09-07,745,5209325.26229508
"Norway",2015-09-14,712,5210303.02459016
"Norway",2015-09-21,750,5211280.78688525
"Norway",2015-09-28,709,5212258.54918033
"Norway",2015-10-05,766,5213236.31147541
"Norway",2015-10-12,752,5214214.07377049
"Norway",2015-10-19,741,5215191.83606557
"Norway",2015-10-26,752,5216169.59836066
"Norway",2015-11-02,745,5217147.36065574
"Norway",2015-11-09,748,5218125.12295082
"Norway",2015-11-16,753,5219102.8852459
"Norway",2015-11-23,745,5220080.64754098
"Norway",2015-11-30,831,5221058.40983607
"Norway",2015-12-07,804,5222036.17213115
"Norway",2015-12-14,816,5223013.93442623
"Norway",2015-12-21,786,5223991.69672131
"Norway",2016-01-05,870,5226086.90163934
"Norway",2016-01-12,864,5227064.66393443
"Norway",2016-01-19,939,5228042.42622951
"Norway",2016-01-26,937,5229020.18852459
"Norway",2016-02-02,881,5229997.95081967
"Norway",2016-02-09,852,5230975.71311475
"Norway",2016-02-16,826,5231953.47540984
"Norway",2016-02-23,764,5232931.23770492
"Norway",2016-03-01,873,5233909
"Norway",2016-03-08,762,5234886.76229508
"Norway",2016-03-15,798,5235864.52459016
"Norway",2016-03-22,802,5236842.28688525
"Norway",2016-03-29,759,5237820.04918033
"Norway",2016-04-05,802,5238797.81147541
"Norway",2016-04-12,773,5239775.57377049
"Norway",2016-04-19,756,5240753.33606557
"Norway",2016-04-26,755,5241731.09836066
"Norway",2016-05-03,748,5242708.86065574
"Norway",2016-05-10,711,5243686.62295082
"Norway",2016-05-17,776,5244664.3852459
"Norway",2016-05-24,713,5245642.14754098
"Norway",2016-05-31,679,5246619.90983607
"Norway",2016-06-07,669,5247597.67213115
"Norway",2016-06-14,729,5248575.43442623
"Norway",2016-06-21,725,5249553.19672131
"Norway",2016-06-28,678,5250530.95901639
"Norway",2016-07-05,756,5251447.24931507
"Norway",2016-07-12,734,5252317.43561644
"Norway",2016-07-19,685,5253187.62191781
"Norway",2016-07-26,721,5254057.80821918
"Norway",2016-08-02,709,5254927.99452055
"Norway",2016-08-09,739,5255798.18082192
"Norway",2016-08-16,717,5256668.36712329
"Norway",2016-08-23,684,5257538.55342466
"Norway",2016-08-30,723,5258408.73972603
"Norway",2016-09-06,759,5259278.9260274
"Norway",2016-09-13,714,5260149.11232877
"Norway",2016-09-20,681,5261019.29863014
"Norway",2016-09-27,740,5261889.48493151
"Norway",2016-10-04,741,5262759.67123288
"Norway",2016-10-11,731,5263629.85753425
"Norway",2016-10-18,786,5264500.04383562
"Norway",2016-10-25,773,5265370.23013699
"Norway",2016-11-01,688,5266240.41643836
"Norway",2016-11-08,810,5267110.60273973
"Norway",2016-11-15,818,5267980.7890411
"Norway",2016-11-22,855,5268850.97534247
"Norway",2016-11-29,789,5269721.16164384
"Norway",2016-12-06,819,5270591.34794521
"Norway",2016-12-13,918,5271461.53424658
"Norway",2016-12-20,923,5272331.72054795
"Norway",2017-01-05,1006,5274320.71780822
"Norway",2017-01-12,1048,5275190.90410959
"Norway",2017-01-19,928,5276061.09041096
"Norway",2017-01-26,866,5276931.27671233
"Norway",2017-02-02,914,5277801.4630137
"Norway",2017-02-09,823,5278671.64931507
"Norway",2017-02-16,845,5279541.83561644
"Norway",2017-02-23,898,5280412.02191781
"Norway",2017-03-02,863,5281282.20821918
"Norway",2017-03-09,822,5282152.39452055
"Norway",2017-03-16,804,5283022.58082192
"Norway",2017-03-23,788,5283892.76712329
"Norway",2017-03-30,756,5284762.95342466
"Norway",2017-04-06,809,5285633.13972603
"Norway",2017-04-13,776,5286503.3260274
"Norway",2017-04-20,758,5287373.51232877
"Norway",2017-04-27,816,5288243.69863014
"Norway",2017-05-04,745,5289113.88493151
"Norway",2017-05-11,733,5289984.07123288
"Norway",2017-05-18,694,5290854.25753425
"Norway",2017-05-25,735,5291724.44383562
"Norway",2017-06-01,688,5292594.63013699
"Norway",2017-06-08,724,5293464.81643836
"Norway",2017-06-15,732,5294335.00273973
"Norway",2017-06-22,757,5295205.1890411
"Norway",2017-06-29,733,5296075.37534247
"Norway",2017-07-06,756,5296894.35616438
"Norway",2017-07-13,694,5297692.85479452
"Norway",2017-07-20,748,5298491.35342466
"Norway",2017-07-27,728,5299289.85205479
"Norway",2017-08-03,691,5300088.35068493
"Norway",2017-08-10,742,5300886.84931507
"Norway",2017-08-17,704,5301685.34794521
"Norway",2017-08-24,739,5302483.84657534
"Norway",2017-08-31,730,5303282.34520548
"Norway",2017-09-07,708,5304080.84383562
"Norway",2017-09-14,704,5304879.34246575
"Norway",2017-09-21,697,5305677.84109589
"Norway",2017-09-28,713,5306476.33972603
"Norway",2017-10-05,733,5307274.83835616
"Norway",2017-10-12,764,5308073.3369863
"Norway",2017-10-19,693,5308871.83561644
"Norway",2017-10-26,792,5309670.33424657
"Norway",2017-11-02,746,5310468.83287671
"Norway",2017-11-09,704,5311267.33150685
"Norway",2017-11-16,760,5312065.83013699
"Norway",2017-11-23,791,5312864.32876712
"Norway",2017-11-30,770,5313662.82739726
"Norway",2017-12-07,832,5314461.3260274
"Norway",2017-12-14,844,5315259.82465753
"Norway",2017-12-21,897,5316058.32328767
"Norway",2018-01-05,938,5317769.39178082
"Norway",2018-01-12,872,5318567.89041096
"Norway",2018-01-19,945,5319366.3890411
"Norway",2018-01-26,857,5320164.88767123
"Norway",2018-02-02,881,5320963.38630137
"Norway",2018-02-09,904,5321761.88493151
"Norway",2018-02-16,927,5322560.38356164
"Norway",2018-02-23,917,5323358.88219178
"Norway",2018-03-02,907,5324157.38082192
"Norway",2018-03-09,950,5324955.87945205
"Norway",2018-03-16,867,5325754.37808219
"Norway",2018-03-23,905,5326552.87671233
"Norway",2018-03-30,807,5327351.37534247
"Norway",2018-04-06,819,5328149.8739726
"Norway",2018-04-13,827,5328948.37260274
"Norway",2018-04-20,778,5329746.87123288
"Norway",2018-04-27,781,5330545.36986301
"Norway",2018-05-04,756,5331343.86849315
"Norway",2018-05-11,738,5332142.36712329
"Norway",2018-05-18,714,5332940.86575342
"Norway",2018-05-25,692,5333739.36438356
"Norway",2018-06-01,757,5334537.8630137
"Norway",2018-06-08,713,5335336.36164384
"Norway",2018-06-15,671,5336134.86027397
"Norway",2018-06-22,703,5336933.35890411
"Norway",2018-06-29,741,5337731.85753425
"Norway",2018-07-06,776,5338520.26027397
"Norway",2018-07-13,737,5339304.62465753
"Norway",2018-07-20,721,5340088.9890411
"Norway",2018-07-27,773,5340873.35342466
"Norway",2018-08-03,677,5341657.71780822
"Norway",2018-08-10,705,5342442.08219178
"Norway",2018-08-17,694,5343226.44657534
"Norway",2018-08-24,754,5344010.8109589
"Norway",2018-08-31,715,5344795.17534247
"Norway",2018-09-07,694,5345579.53972603
"Norway",2018-09-14,705,5346363.90410959
"Norway",2018-09-21,720,5347148.26849315
"Norway",2018-09-28,712,5347932.63287671
"Norway",2018-10-05,702,5348716.99726027
"Norway",2018-10-12,714,5349501.36164384
"Norway",2018-10-19,744,5350285.7260274
"Norway",2018-10-26,696,5351070.09041096
"Norway",2018-11-02,814,5351854.45479452
"Norway",2018-11-09,776,5352638.81917808
"Norway",2018-11-16,736,5353423.18356164
"Norway",2018-11-23,720,5354207.54794521
"Norway",2018-11-30,802,5354991.91232877
"Norway",2018-12-07,821,5355776.27671233
"Norway",2018-12-14,759,5356560.64109589
"Norway",2018-12-21,802,5357345.00547945
"Norway",2019-01-05,871,5359025.78630137
"Norway",2019-01-12,827,5359810.15068493
"Norway",2019-01-19,811,5360594.51506849
"Norway",2019-01-26,834,5361378.87945205
"Norway",2019-02-02,889,5362163.24383562
"Norway",2019-02-09,843,5362947.60821918
"Norway",2019-02-16,914,5363731.97260274
"Norway",2019-02-23,828,5364516.3369863
"Norway",2019-03-02,819,5365300.70136986
"Norway",2019-03-09,833,5366085.06575342
"Norway",2019-03-16,836,5366869.43013699
"Norway",2019-03-23,805,5367653.79452055
"Norway",2019-03-30,790,5368438.15890411
"Norway",2019-04-06,781,5369222.52328767
"Norway",2019-04-13,757,5370006.88767123
"Norway",2019-04-20,761,5370791.25205479
"Norway",2019-04-27,800,5371575.61643836
"Norway",2019-05-04,773,5372359.98082192
"Norway",2019-05-11,772,5373144.34520548
"Norway",2019-05-18,732,5373928.70958904
"Norway",2019-05-25,741,5374713.0739726
"Norway",2019-06-01,728,5375497.43835616
"Norway",2019-06-08,707,5376281.80273973
"Norway",2019-06-15,735,5377066.16712329
"Norway",2019-06-22,723,5377850.53150685
"Norway",2019-06-29,767,5378634.89589041
"Norway",2019-07-06,735,5379438.00273224
"Norway",2019-07-13,733,5380248.60655738
"Norway",2019-07-20,741,5381059.21038251
"Norway",2019-07-27,721,5381869.81420765
"Norway",2019-08-03,727,5382680.41803279
"Norway",2019-08-10,705,5383491.02185792
"Norway",2019-08-17,733,5384301.62568306
"Norway",2019-08-24,677,5385112.2295082
"Norway",2019-08-31,779,5385922.83333333
"Norway",2019-09-07,714,5386733.43715847
"Norway",2019-09-14,707,5387544.04098361
"Norway",2019-09-21,755,5388354.64480874
"Norway",2019-09-28,819,5389165.24863388
"Norway",2019-10-05,711,5389975.85245902
"Norway",2019-10-12,786,5390786.45628415
"Norway",2019-10-19,782,5391597.06010929
"Norway",2019-10-26,794,5392407.66393443
"Norway",2019-11-02,774,5393218.26775956
"Norway",2019-11-09,785,5394028.8715847
"Norway",2019-11-16,846,5394839.47540984
"Norway",2019-11-23,784,5395650.07923497
"Norway",2019-11-30,778,5396460.68306011
"Norway",2019-12-07,850,5397271.28688525
"Norway",2019-12-14,780,5398081.89071038
