"date","country","outcome","population"
2003-04-28,"Netherlands",2850,16211676
2003-05-05,"Netherlands",2586,16213161
2003-05-12,"Netherlands",2559,16214646
2003-05-19,"Netherlands",2563,16216130
2003-05-26,"Netherlands",2595,16217615
2003-06-02,"Netherlands",2614,16219100
2003-06-09,"Netherlands",2860,16220585
2003-06-16,"Netherlands",2490,16222070
2003-06-23,"Netherlands",2470,16223555
2003-06-30,"Netherlands",2544,16225040
2003-07-07,"Netherlands",2396,16226105
2003-07-14,"Netherlands",2445,16227170
2003-07-21,"Netherlands",2725,16228235
2003-07-28,"Netherlands",2563,16229300
2003-08-04,"Netherlands",2559,16230365
2003-08-11,"Netherlands",2779,16231430
2003-08-18,"Netherlands",2870,16232496
2003-08-25,"Netherlands",2499,16233561
2003-09-01,"Netherlands",2405,16234626
2003-09-08,"Netherlands",2493,16235691
2003-09-15,"Netherlands",2458,16236756
2003-09-22,"Netherlands",2667,16237821
2003-09-29,"Netherlands",2636,16238886
2003-10-06,"Netherlands",2537,16239951
2003-10-13,"Netherlands",2488,16241016
2003-10-20,"Netherlands",2589,16242081
2003-10-27,"Netherlands",2606,16243146
2003-11-03,"Netherlands",2750,16244211
2003-11-10,"Netherlands",2645,16245276
2003-11-17,"Netherlands",2586,16246341
2003-11-24,"Netherlands",2642,16247407
2003-12-01,"Netherlands",2655,16248472
2003-12-08,"Netherlands",2643,16249537
2003-12-15,"Netherlands",2907,16250602
2003-12-22,"Netherlands",3134,16251667
2003-12-29,"Netherlands",3227,16252732
2004-01-06,"Netherlands",3385,16253949
2004-01-13,"Netherlands",3348,16255014
2004-01-20,"Netherlands",3061,16256079
2004-01-27,"Netherlands",2923,16257144
2004-02-03,"Netherlands",2906,16258209
2004-02-10,"Netherlands",2752,16259275
2004-02-17,"Netherlands",2707,16260340
2004-02-24,"Netherlands",2761,16261405
2004-03-02,"Netherlands",2727,16262470
2004-03-09,"Netherlands",2722,16263535
2004-03-16,"Netherlands",2649,16264600
2004-03-23,"Netherlands",2741,16265665
2004-03-30,"Netherlands",2644,16266730
2004-04-06,"Netherlands",2747,16267795
2004-04-13,"Netherlands",2562,16268860
2004-04-20,"Netherlands",2651,16269925
2004-04-27,"Netherlands",2545,16270990
2004-05-04,"Netherlands",2552,16272055
2004-05-11,"Netherlands",2462,16273120
2004-05-18,"Netherlands",2566,16274186
2004-05-25,"Netherlands",2502,16275251
2004-06-01,"Netherlands",2512,16276316
2004-06-08,"Netherlands",2484,16277381
2004-06-15,"Netherlands",2685,16278446
2004-06-22,"Netherlands",2408,16279511
2004-06-29,"Netherlands",2452,16280576
2004-07-06,"Netherlands",2458,16281315
2004-07-13,"Netherlands",2495,16282054
2004-07-20,"Netherlands",2403,16282793
2004-07-27,"Netherlands",2380,16283532
2004-08-03,"Netherlands",2451,16284271
2004-08-10,"Netherlands",2645,16285010
2004-08-17,"Netherlands",2683,16285749
2004-08-24,"Netherlands",2417,16286488
2004-08-31,"Netherlands",2433,16287226
2004-09-07,"Netherlands",2414,16287965
2004-09-14,"Netherlands",2463,16288704
2004-09-21,"Netherlands",2408,16289443
2004-09-28,"Netherlands",2435,16290182
2004-10-05,"Netherlands",2566,16290921
2004-10-12,"Netherlands",2439,16291660
2004-10-19,"Netherlands",2507,16292399
2004-10-26,"Netherlands",2530,16293138
2004-11-02,"Netherlands",2583,16293877
2004-11-09,"Netherlands",2520,16294616
2004-11-16,"Netherlands",2547,16295355
2004-11-23,"Netherlands",2581,16296094
2004-11-30,"Netherlands",2573,16296833
2004-12-07,"Netherlands",2630,16297572
2004-12-14,"Netherlands",2621,16298311
2004-12-21,"Netherlands",2741,16299049
2004-12-28,"Netherlands",2864,16299788
2004-12-31,"Netherlands",2870,16300105
2005-01-06,"Netherlands",2867,16300739
2005-01-13,"Netherlands",2810,16301477
2005-01-20,"Netherlands",2844,16302216
2005-01-27,"Netherlands",2814,16302955
2005-02-03,"Netherlands",2905,16303694
2005-02-10,"Netherlands",3003,16304433
2005-02-17,"Netherlands",3094,16305172
2005-02-24,"Netherlands",3202,16305911
2005-03-03,"Netherlands",3358,16306650
2005-03-10,"Netherlands",3282,16307389
2005-03-17,"Netherlands",3091,16308128
2005-03-24,"Netherlands",2966,16308867
2005-03-31,"Netherlands",2765,16309606
2005-04-07,"Netherlands",2673,16310345
2005-04-14,"Netherlands",2619,16311084
2005-04-21,"Netherlands",2569,16311823
2005-04-28,"Netherlands",2534,16312562
2005-05-05,"Netherlands",2567,16313300
2005-05-12,"Netherlands",2575,16314039
2005-05-19,"Netherlands",2576,16314778
2005-05-26,"Netherlands",2664,16315517
2005-06-02,"Netherlands",2463,16316256
2005-06-09,"Netherlands",2380,16316995
2005-06-16,"Netherlands",2544,16317734
2005-06-23,"Netherlands",2783,16318473
2005-06-30,"Netherlands",2511,16319212
2005-07-07,"Netherlands",2304,16319704
2005-07-14,"Netherlands",2383,16320195
2005-07-21,"Netherlands",2331,16320687
2005-07-28,"Netherlands",2319,16321179
2005-08-04,"Netherlands",2317,16321670
2005-08-11,"Netherlands",2247,16322162
2005-08-18,"Netherlands",2398,16322654
2005-08-25,"Netherlands",2364,16323145
2005-09-01,"Netherlands",2423,16323637
2005-09-08,"Netherlands",2394,16324128
2005-09-15,"Netherlands",2323,16324620
2005-09-22,"Netherlands",2223,16325112
2005-09-29,"Netherlands",2346,16325603
2005-10-06,"Netherlands",2406,16326095
2005-10-13,"Netherlands",2424,16326587
2005-10-20,"Netherlands",2534,16327078
2005-10-27,"Netherlands",2502,16327570
2005-11-03,"Netherlands",2329,16328062
2005-11-10,"Netherlands",2422,16328553
2005-11-17,"Netherlands",2493,16329045
2005-11-24,"Netherlands",2700,16329537
2005-12-01,"Netherlands",2674,16330028
2005-12-08,"Netherlands",2710,16330520
2005-12-15,"Netherlands",2719,16331012
2005-12-22,"Netherlands",2689,16331503
2005-12-29,"Netherlands",2713,16331995
2006-01-06,"Netherlands",2751,16332557
2006-01-13,"Netherlands",2834,16333048
2006-01-20,"Netherlands",2769,16333540
2006-01-27,"Netherlands",2756,16334032
2006-02-03,"Netherlands",2839,16334523
2006-02-10,"Netherlands",2821,16335015
2006-02-17,"Netherlands",2843,16335507
2006-02-24,"Netherlands",2859,16335998
2006-03-03,"Netherlands",2882,16336490
2006-03-10,"Netherlands",2922,16336982
2006-03-17,"Netherlands",2763,16337473
2006-03-24,"Netherlands",2923,16337965
2006-03-31,"Netherlands",2867,16338457
2006-04-07,"Netherlands",2647,16338948
2006-04-14,"Netherlands",2747,16339440
2006-04-21,"Netherlands",2687,16339932
2006-04-28,"Netherlands",2576,16340423
2006-05-05,"Netherlands",2559,16340915
2006-05-12,"Netherlands",2595,16341406
2006-05-19,"Netherlands",2452,16341898
2006-05-26,"Netherlands",2352,16342390
2006-06-02,"Netherlands",2409,16342881
2006-06-09,"Netherlands",2516,16343373
2006-06-16,"Netherlands",2689,16343865
2006-06-23,"Netherlands",2528,16344356
2006-06-30,"Netherlands",2392,16344848
2006-07-07,"Netherlands",2722,16345536
2006-07-14,"Netherlands",2511,16346224
2006-07-21,"Netherlands",2830,16346912
2006-07-28,"Netherlands",3052,16347600
2006-08-04,"Netherlands",2356,16348289
2006-08-11,"Netherlands",2338,16348977
2006-08-18,"Netherlands",2342,16349665
2006-08-25,"Netherlands",2414,16350353
2006-09-01,"Netherlands",2379,16351041
2006-09-08,"Netherlands",2382,16351729
2006-09-15,"Netherlands",2637,16352417
2006-09-22,"Netherlands",2386,16353105
2006-09-29,"Netherlands",2296,16353793
2006-10-06,"Netherlands",2278,16354482
2006-10-13,"Netherlands",2304,16355170
2006-10-20,"Netherlands",2395,16355858
2006-10-27,"Netherlands",2406,16356546
2006-11-03,"Netherlands",2372,16357234
2006-11-10,"Netherlands",2561,16357922
2006-11-17,"Netherlands",2564,16358610
2006-11-24,"Netherlands",2556,16359298
2006-12-01,"Netherlands",2603,16359986
2006-12-08,"Netherlands",2554,16360675
2006-12-15,"Netherlands",2575,16361363
2006-12-22,"Netherlands",2741,16362051
2006-12-29,"Netherlands",2696,16362739
2007-01-06,"Netherlands",2806,16363525
2007-01-13,"Netherlands",2839,16364213
2007-01-20,"Netherlands",2696,16364901
2007-01-27,"Netherlands",2683,16365590
2007-02-03,"Netherlands",2717,16366278
2007-02-10,"Netherlands",2720,16366966
2007-02-17,"Netherlands",2716,16367654
2007-02-24,"Netherlands",2709,16368342
2007-03-03,"Netherlands",2833,16369030
2007-03-10,"Netherlands",2831,16369718
2007-03-17,"Netherlands",2651,16370406
2007-03-24,"Netherlands",2644,16371094
2007-03-31,"Netherlands",2665,16371783
2007-04-07,"Netherlands",2529,16372471
2007-04-14,"Netherlands",2619,16373159
2007-04-21,"Netherlands",2550,16373847
2007-04-28,"Netherlands",2622,16374535
2007-05-05,"Netherlands",2494,16375223
2007-05-12,"Netherlands",2499,16375911
2007-05-19,"Netherlands",2361,16376599
2007-05-26,"Netherlands",2445,16377287
2007-06-02,"Netherlands",2385,16377976
2007-06-09,"Netherlands",2577,16378664
2007-06-16,"Netherlands",2426,16379352
2007-06-23,"Netherlands",2395,16380040
2007-06-30,"Netherlands",2367,16380728
2007-07-07,"Netherlands",2435,16381959
2007-07-14,"Netherlands",2415,16383189
2007-07-21,"Netherlands",2290,16384420
2007-07-28,"Netherlands",2353,16385650
2007-08-04,"Netherlands",2369,16386881
2007-08-11,"Netherlands",2466,16388112
2007-08-18,"Netherlands",2299,16389342
2007-08-25,"Netherlands",2382,16390573
2007-09-01,"Netherlands",2268,16391804
2007-09-08,"Netherlands",2325,16393034
2007-09-15,"Netherlands",2371,16394265
2007-09-22,"Netherlands",2276,16395495
2007-09-29,"Netherlands",2317,16396726
2007-10-06,"Netherlands",2379,16397957
2007-10-13,"Netherlands",2491,16399187
2007-10-20,"Netherlands",2531,16400418
2007-10-27,"Netherlands",2513,16401649
2007-11-03,"Netherlands",2602,16402879
2007-11-10,"Netherlands",2572,16404110
2007-11-17,"Netherlands",2595,16405340
2007-11-24,"Netherlands",2672,16406571
2007-12-01,"Netherlands",2815,16407802
2007-12-08,"Netherlands",2753,16409032
2007-12-15,"Netherlands",2735,16410263
2007-12-22,"Netherlands",2849,16411493
2007-12-29,"Netherlands",2973,16412724
2008-01-06,"Netherlands",2981,16414131
2008-01-13,"Netherlands",3046,16415361
2008-01-20,"Netherlands",2929,16416592
2008-01-27,"Netherlands",2773,16417822
2008-02-03,"Netherlands",2731,16419053
2008-02-10,"Netherlands",2678,16420284
2008-02-17,"Netherlands",2703,16421514
2008-02-24,"Netherlands",2824,16422745
2008-03-02,"Netherlands",2779,16423975
2008-03-09,"Netherlands",2842,16425206
2008-03-16,"Netherlands",2720,16426437
2008-03-23,"Netherlands",2665,16427667
2008-03-30,"Netherlands",2702,16428898
2008-04-06,"Netherlands",2714,16430129
2008-04-13,"Netherlands",2643,16431359
2008-04-20,"Netherlands",2676,16432590
2008-04-27,"Netherlands",2585,16433820
2008-05-04,"Netherlands",2573,16435051
2008-05-11,"Netherlands",2719,16436282
2008-05-18,"Netherlands",2557,16437512
2008-05-25,"Netherlands",2546,16438743
2008-06-01,"Netherlands",2455,16439974
2008-06-08,"Netherlands",2391,16441204
2008-06-15,"Netherlands",2467,16442435
2008-06-22,"Netherlands",2393,16443665
2008-06-29,"Netherlands",2517,16444896
2008-07-06,"Netherlands",2511,16446521
2008-07-13,"Netherlands",2347,16448146
2008-07-20,"Netherlands",2416,16449771
2008-07-27,"Netherlands",2371,16451396
2008-08-03,"Netherlands",2578,16453021
2008-08-10,"Netherlands",2420,16454646
2008-08-17,"Netherlands",2312,16456271
2008-08-24,"Netherlands",2355,16457897
2008-08-31,"Netherlands",2338,16459522
2008-09-07,"Netherlands",2352,16461147
2008-09-14,"Netherlands",2356,16462772
2008-09-21,"Netherlands",2416,16464397
2008-09-28,"Netherlands",2365,16466022
2008-10-05,"Netherlands",2562,16467647
2008-10-12,"Netherlands",2384,16469272
2008-10-19,"Netherlands",2413,16470897
2008-10-26,"Netherlands",2461,16472522
2008-11-02,"Netherlands",2606,16474147
2008-11-09,"Netherlands",2507,16475772
2008-11-16,"Netherlands",2526,16477397
2008-11-23,"Netherlands",2509,16479022
2008-11-30,"Netherlands",2628,16480648
2008-12-07,"Netherlands",2697,16482273
2008-12-14,"Netherlands",2788,16483898
2008-12-21,"Netherlands",2819,16485523
2008-12-28,"Netherlands",2826,16487148
2009-01-06,"Netherlands",3104,16489237
2009-01-13,"Netherlands",3219,16490862
2009-01-20,"Netherlands",3408,16492487
2009-01-27,"Netherlands",3224,16494112
2009-02-03,"Netherlands",3159,16495738
2009-02-10,"Netherlands",3167,16497363
2009-02-17,"Netherlands",2883,16498988
2009-02-24,"Netherlands",2857,16500613
2009-03-03,"Netherlands",2713,16502238
2009-03-10,"Netherlands",2602,16503863
2009-03-17,"Netherlands",2621,16505488
2009-03-24,"Netherlands",2617,16507113
2009-03-31,"Netherlands",2574,16508738
2009-04-07,"Netherlands",2638,16510363
2009-04-14,"Netherlands",2621,16511988
2009-04-21,"Netherlands",2617,16513613
2009-04-28,"Netherlands",2431,16515238
2009-05-05,"Netherlands",2372,16516863
2009-05-12,"Netherlands",2373,16518489
2009-05-19,"Netherlands",2452,16520114
2009-05-26,"Netherlands",2423,16521739
2009-06-02,"Netherlands",2434,16523364
2009-06-09,"Netherlands",2390,16524989
2009-06-16,"Netherlands",2447,16526614
2009-06-23,"Netherlands",2374,16528239
2009-06-30,"Netherlands",2334,16529864
2009-07-07,"Netherlands",2495,16531476
2009-07-14,"Netherlands",2389,16533087
2009-07-21,"Netherlands",2437,16534699
2009-07-28,"Netherlands",2303,16536310
2009-08-04,"Netherlands",2360,16537922
2009-08-11,"Netherlands",2350,16539533
2009-08-18,"Netherlands",2252,16541145
2009-08-25,"Netherlands",2351,16542757
2009-09-01,"Netherlands",2358,16544368
2009-09-08,"Netherlands",2303,16545980
2009-09-15,"Netherlands",2430,16547591
2009-09-22,"Netherlands",2391,16549203
2009-09-29,"Netherlands",2404,16550814
2009-10-06,"Netherlands",2399,16552426
2009-10-13,"Netherlands",2543,16554038
2009-10-20,"Netherlands",2481,16555649
2009-10-27,"Netherlands",2606,16557261
2009-11-03,"Netherlands",2585,16558872
2009-11-10,"Netherlands",2541,16560484
2009-11-17,"Netherlands",2575,16562095
2009-11-24,"Netherlands",2501,16563707
2009-12-01,"Netherlands",2439,16565319
2009-12-08,"Netherlands",2513,16566930
2009-12-15,"Netherlands",2490,16568542
2009-12-22,"Netherlands",2773,16570153
2009-12-29,"Netherlands",2823,16571765
2009-12-31,"Netherlands",2753,16572225
2010-01-06,"Netherlands",2767,16573607
2010-01-13,"Netherlands",2832,16575218
2010-01-20,"Netherlands",2848,16576830
2010-01-27,"Netherlands",2863,16578441
2010-02-03,"Netherlands",2861,16580053
2010-02-10,"Netherlands",2831,16581665
2010-02-17,"Netherlands",2900,16583276
2010-02-24,"Netherlands",2930,16584888
2010-03-03,"Netherlands",2756,16586499
2010-03-10,"Netherlands",2760,16588111
2010-03-17,"Netherlands",2686,16589722
2010-03-24,"Netherlands",2687,16591334
2010-03-31,"Netherlands",2590,16592946
2010-04-07,"Netherlands",2473,16594557
2010-04-14,"Netherlands",2587,16596169
2010-04-21,"Netherlands",2582,16597780
2010-04-28,"Netherlands",2570,16599392
2010-05-05,"Netherlands",2535,16601003
2010-05-12,"Netherlands",2691,16602615
2010-05-19,"Netherlands",2524,16604227
2010-05-26,"Netherlands",2488,16605838
2010-06-02,"Netherlands",2568,16607450
2010-06-09,"Netherlands",2503,16609061
2010-06-16,"Netherlands",2372,16610673
2010-06-23,"Netherlands",2534,16612284
2010-06-30,"Netherlands",2580,16613896
2010-07-07,"Netherlands",2651,16615412
2010-07-14,"Netherlands",2499,16616928
2010-07-21,"Netherlands",2446,16618444
2010-07-28,"Netherlands",2314,16619959
2010-08-04,"Netherlands",2287,16621475
2010-08-11,"Netherlands",2381,16622991
2010-08-18,"Netherlands",2466,16624507
2010-08-25,"Netherlands",2279,16626023
2010-09-01,"Netherlands",2416,16627539
2010-09-08,"Netherlands",2433,16629054
2010-09-15,"Netherlands",2520,16630570
2010-09-22,"Netherlands",2596,16632086
2010-09-29,"Netherlands",2501,16633602
2010-10-06,"Netherlands",2602,16635118
2010-10-13,"Netherlands",2546,16636634
2010-10-20,"Netherlands",2563,16638149
2010-10-27,"Netherlands",2606,16639665
2010-11-03,"Netherlands",2558,16641181
2010-11-10,"Netherlands",2543,16642697
2010-11-17,"Netherlands",2517,16644213
2010-11-24,"Netherlands",2545,16645729
2010-12-01,"Netherlands",2740,16647244
2010-12-08,"Netherlands",2834,16648760
2010-12-15,"Netherlands",2873,16650276
2010-12-22,"Netherlands",2834,16651792
2010-12-29,"Netherlands",2888,16653308
2011-01-06,"Netherlands",2918,16655040
2011-01-13,"Netherlands",2819,16656556
2011-01-20,"Netherlands",2626,16658072
2011-01-27,"Netherlands",2619,16659588
2011-02-03,"Netherlands",2728,16661103
2011-02-10,"Netherlands",2677,16662619
2011-02-17,"Netherlands",2622,16664135
2011-02-24,"Netherlands",2651,16665651
2011-03-03,"Netherlands",2689,16667167
2011-03-10,"Netherlands",2716,16668683
2011-03-17,"Netherlands",2727,16670198
2011-03-24,"Netherlands",2686,16671714
2011-03-31,"Netherlands",2736,16673230
2011-04-07,"Netherlands",2594,16674746
2011-04-14,"Netherlands",2650,16676262
2011-04-21,"Netherlands",2694,16677778
2011-04-28,"Netherlands",2592,16679293
2011-05-05,"Netherlands",2543,16680809
2011-05-12,"Netherlands",2604,16682325
2011-05-19,"Netherlands",2552,16683841
2011-05-26,"Netherlands",2543,16685357
2011-06-02,"Netherlands",2476,16686873
2011-06-09,"Netherlands",2478,16688388
2011-06-16,"Netherlands",2490,16689904
2011-06-23,"Netherlands",2416,16691420
2011-06-30,"Netherlands",2537,16692936
2011-07-07,"Netherlands",2627,16694121
2011-07-14,"Netherlands",2515,16695305
2011-07-21,"Netherlands",2361,16696490
2011-07-28,"Netherlands",2433,16697675
2011-08-04,"Netherlands",2491,16698860
2011-08-11,"Netherlands",2360,16700044
2011-08-18,"Netherlands",2412,16701229
2011-08-25,"Netherlands",2382,16702414
2011-09-01,"Netherlands",2461,16703599
2011-09-08,"Netherlands",2520,16704783
2011-09-15,"Netherlands",2381,16705968
2011-09-22,"Netherlands",2448,16707153
2011-09-29,"Netherlands",2591,16708338
2011-10-06,"Netherlands",2468,16709522
2011-10-13,"Netherlands",2536,16710707
2011-10-20,"Netherlands",2549,16711892
2011-10-27,"Netherlands",2660,16713077
2011-11-03,"Netherlands",2651,16714261
2011-11-10,"Netherlands",2567,16715446
2011-11-17,"Netherlands",2695,16716631
2011-11-24,"Netherlands",2743,16717816
2011-12-01,"Netherlands",2782,16719000
2011-12-08,"Netherlands",2788,16720185
2011-12-15,"Netherlands",2919,16721370
2011-12-22,"Netherlands",2811,16722555
2011-12-29,"Netherlands",2827,16723739
2012-01-06,"Netherlands",2942,16725093
2012-01-13,"Netherlands",2778,16726278
2012-01-20,"Netherlands",2790,16727463
2012-01-27,"Netherlands",2793,16728648
2012-02-03,"Netherlands",2820,16729832
2012-02-10,"Netherlands",3036,16731017
2012-02-17,"Netherlands",3091,16732202
2012-02-24,"Netherlands",3036,16733387
2012-03-02,"Netherlands",3066,16734571
2012-03-09,"Netherlands",2951,16735756
2012-03-16,"Netherlands",2892,16736941
2012-03-23,"Netherlands",2820,16738126
2012-03-30,"Netherlands",2795,16739310
2012-04-06,"Netherlands",2809,16740495
2012-04-13,"Netherlands",2759,16741680
2012-04-20,"Netherlands",2787,16742865
2012-04-27,"Netherlands",2772,16744049
2012-05-04,"Netherlands",2611,16745234
2012-05-11,"Netherlands",2655,16746419
2012-05-18,"Netherlands",2538,16747604
2012-05-25,"Netherlands",2726,16748788
2012-06-01,"Netherlands",2560,16749973
2012-06-08,"Netherlands",2584,16751158
2012-06-15,"Netherlands",2558,16752343
2012-06-22,"Netherlands",2575,16753527
2012-06-29,"Netherlands",2563,16754712
2012-07-06,"Netherlands",2639,16755655
2012-07-13,"Netherlands",2452,16756598
2012-07-20,"Netherlands",2423,16757540
2012-07-27,"Netherlands",2560,16758483
2012-08-03,"Netherlands",2369,16759426
2012-08-10,"Netherlands",2362,16760369
2012-08-17,"Netherlands",2550,16761312
2012-08-24,"Netherlands",2534,16762255
2012-08-31,"Netherlands",2370,16763197
2012-09-07,"Netherlands",2543,16764140
2012-09-14,"Netherlands",2476,16765083
2012-09-21,"Netherlands",2389,16766026
2012-09-28,"Netherlands",2643,16766969
2012-10-05,"Netherlands",2525,16767911
2012-10-12,"Netherlands",2682,16768854
2012-10-19,"Netherlands",2666,16769797
2012-10-26,"Netherlands",2524,16770740
2012-11-02,"Netherlands",2652,16771683
2012-11-09,"Netherlands",2689,16772626
2012-11-16,"Netherlands",2730,16773568
2012-11-23,"Netherlands",2730,16774511
2012-11-30,"Netherlands",2737,16775454
2012-12-07,"Netherlands",2775,16776397
2012-12-14,"Netherlands",2913,16777340
2012-12-21,"Netherlands",2863,16778282
2012-12-28,"Netherlands",3006,16779225
2013-01-06,"Netherlands",2947,16780438
2013-01-13,"Netherlands",3036,16781380
2013-01-20,"Netherlands",3012,16782323
2013-01-27,"Netherlands",3083,16783266
2013-02-03,"Netherlands",3192,16784209
2013-02-10,"Netherlands",3143,16785152
2013-02-17,"Netherlands",3037,16786094
2013-02-24,"Netherlands",3212,16787037
2013-03-03,"Netherlands",3171,16787980
2013-03-10,"Netherlands",3295,16788923
2013-03-17,"Netherlands",3041,16789866
2013-03-24,"Netherlands",3039,16790809
2013-03-31,"Netherlands",3066,16791751
2013-04-07,"Netherlands",2972,16792694
2013-04-14,"Netherlands",3059,16793637
2013-04-21,"Netherlands",2862,16794580
2013-04-28,"Netherlands",2729,16795523
2013-05-05,"Netherlands",2560,16796465
2013-05-12,"Netherlands",2651,16797408
2013-05-19,"Netherlands",2573,16798351
2013-05-26,"Netherlands",2500,16799294
2013-06-02,"Netherlands",2603,16800237
2013-06-09,"Netherlands",2577,16801180
2013-06-16,"Netherlands",2500,16802122
2013-06-23,"Netherlands",2540,16803065
2013-06-30,"Netherlands",2492,16804008
2013-07-07,"Netherlands",2533,16805167
2013-07-14,"Netherlands",2461,16806326
2013-07-21,"Netherlands",2491,16807484
2013-07-28,"Netherlands",2723,16808643
2013-08-04,"Netherlands",2486,16809802
2013-08-11,"Netherlands",2389,16810961
2013-08-18,"Netherlands",2442,16812120
2013-08-25,"Netherlands",2401,16813279
2013-09-01,"Netherlands",2440,16814437
2013-09-08,"Netherlands",2482,16815596
2013-09-15,"Netherlands",2310,16816755
2013-09-22,"Netherlands",2502,16817914
2013-09-29,"Netherlands",2367,16819073
2013-10-06,"Netherlands",2578,16820231
2013-10-13,"Netherlands",2606,16821390
2013-10-20,"Netherlands",2546,16822549
2013-10-27,"Netherlands",2676,16823708
2013-11-03,"Netherlands",2473,16824867
2013-11-10,"Netherlands",2505,16826026
2013-11-17,"Netherlands",2573,16827184
2013-11-24,"Netherlands",2559,16828343
2013-12-01,"Netherlands",2740,16829502
2013-12-08,"Netherlands",2596,16830661
2013-12-15,"Netherlands",2593,16831820
2013-12-22,"Netherlands",2787,16832978
2013-12-29,"Netherlands",2751,16834137
2014-01-06,"Netherlands",2770,16835462
2014-01-13,"Netherlands",2820,16836620
2014-01-20,"Netherlands",2742,16837779
2014-01-27,"Netherlands",2711,16838938
2014-02-03,"Netherlands",2707,16840097
2014-02-10,"Netherlands",2858,16841256
2014-02-17,"Netherlands",2797,16842414
2014-02-24,"Netherlands",2754,16843573
2014-03-03,"Netherlands",2713,16844732
2014-03-10,"Netherlands",2763,16845891
2014-03-17,"Netherlands",2769,16847050
2014-03-24,"Netherlands",2662,16848209
2014-03-31,"Netherlands",2691,16849367
2014-04-07,"Netherlands",2705,16850526
2014-04-14,"Netherlands",2591,16851685
2014-04-21,"Netherlands",2608,16852844
2014-04-28,"Netherlands",2613,16854003
2014-05-05,"Netherlands",2528,16855161
2014-05-12,"Netherlands",2618,16856320
2014-05-19,"Netherlands",2620,16857479
2014-05-26,"Netherlands",2564,16858638
2014-06-02,"Netherlands",2510,16859797
2014-06-09,"Netherlands",2499,16860956
2014-06-16,"Netherlands",2428,16862114
2014-06-23,"Netherlands",2443,16863273
2014-06-30,"Netherlands",2483,16864432
2014-07-07,"Netherlands",2655,16865863
2014-07-14,"Netherlands",2570,16867294
2014-07-21,"Netherlands",2812,16868725
2014-07-28,"Netherlands",2658,16870156
2014-08-04,"Netherlands",2504,16871587
2014-08-11,"Netherlands",2541,16873018
2014-08-18,"Netherlands",2423,16874449
2014-08-25,"Netherlands",2478,16875881
2014-09-01,"Netherlands",2676,16877312
2014-09-08,"Netherlands",2629,16878743
2014-09-15,"Netherlands",2531,16880174
2014-09-22,"Netherlands",2593,16881605
2014-09-29,"Netherlands",2483,16883036
2014-10-06,"Netherlands",2638,16884467
2014-10-13,"Netherlands",2613,16885898
2014-10-20,"Netherlands",2649,16887329
2014-10-27,"Netherlands",2565,16888760
2014-11-03,"Netherlands",2645,16890191
2014-11-10,"Netherlands",2648,16891622
2014-11-17,"Netherlands",2775,16893053
2014-11-24,"Netherlands",2779,16894484
2014-12-01,"Netherlands",2779,16895916
2014-12-08,"Netherlands",2868,16897347
2014-12-15,"Netherlands",3094,16898778
2014-12-22,"Netherlands",3131,16900209
2014-12-29,"Netherlands",2962,16901640
2015-01-06,"Netherlands",3259,16903275
2015-01-13,"Netherlands",3430,16904706
2015-01-20,"Netherlands",3378,16906137
2015-01-27,"Netherlands",3353,16907568
2015-02-03,"Netherlands",3324,16909000
2015-02-10,"Netherlands",3271,16910431
2015-02-17,"Netherlands",3309,16911862
2015-02-24,"Netherlands",3383,16913293
2015-03-03,"Netherlands",3210,16914724
2015-03-10,"Netherlands",3222,16916155
2015-03-17,"Netherlands",3090,16917586
2015-03-24,"Netherlands",3052,16919017
2015-03-31,"Netherlands",3085,16920448
2015-04-07,"Netherlands",2844,16921879
2015-04-14,"Netherlands",2888,16923310
2015-04-21,"Netherlands",2896,16924741
2015-04-28,"Netherlands",2835,16926172
2015-05-05,"Netherlands",2678,16927603
2015-05-12,"Netherlands",2742,16929035
2015-05-19,"Netherlands",2720,16930466
2015-05-26,"Netherlands",2568,16931897
2015-06-02,"Netherlands",2661,16933328
2015-06-09,"Netherlands",2598,16934759
2015-06-16,"Netherlands",2681,16936190
2015-06-23,"Netherlands",2561,16937621
2015-06-30,"Netherlands",2548,16939052
2015-07-07,"Netherlands",2849,16940800
2015-07-14,"Netherlands",2588,16942548
2015-07-21,"Netherlands",2568,16944297
2015-07-28,"Netherlands",2551,16946045
2015-08-04,"Netherlands",2493,16947793
2015-08-11,"Netherlands",2546,16949541
2015-08-18,"Netherlands",2531,16951289
2015-08-25,"Netherlands",2524,16953038
2015-09-01,"Netherlands",2530,16954786
2015-09-08,"Netherlands",2513,16956534
2015-09-15,"Netherlands",2602,16958282
2015-09-22,"Netherlands",2631,16960030
2015-09-29,"Netherlands",2687,16961779
2015-10-06,"Netherlands",2744,16963527
2015-10-13,"Netherlands",2698,16965275
2015-10-20,"Netherlands",2712,16967023
2015-10-27,"Netherlands",2833,16968771
2015-11-03,"Netherlands",2828,16970520
2015-11-10,"Netherlands",2697,16972268
2015-11-17,"Netherlands",2606,16974016
2015-11-24,"Netherlands",2809,16975764
2015-12-01,"Netherlands",2721,16977512
2015-12-08,"Netherlands",2762,16979261
2015-12-15,"Netherlands",2852,16981009
2015-12-22,"Netherlands",2881,16982757
2015-12-29,"Netherlands",2593,16984505
2015-12-31,"Netherlands",2918,16985005
2016-01-06,"Netherlands",3175,16986503
2016-01-13,"Netherlands",3077,16988251
2016-01-20,"Netherlands",3063,16989999
